 Degradation Factor ID, Health Assessment ID, Factor
1266458838,233380337,Age
210012235,233380337,Environmental Exposure
697762349,233380337,Rust
1237752380,793279953,Weather Damage
676957730,793279953,Electrical Stress
165264846,793279953,Weather Damage
269947265,1048872123,Wear
2054081404,1048872123,Environmental Exposure
782391162,1048872123,Physical Damage
1726113501,1048872123,Age
1751244512,86389006,Environmental Exposure
2096232067,86389006,Thermal Stress
854679453,86389006,Electrical Stress
1698989127,86389006,Environmental Exposure
340039608,1135387410,Physical Damage
968000605,1135387410,Thermal Stress
1789965967,1135387410,Weather Damage
1652148566,885041604,Rust
1919345092,885041604,Weather Damage
28625039,885041604,Rust
953152319,885041604,Electrical Stress
1761409449,885041604,Weather Damage
964001813,1352296744,Rust
904044511,1352296744,Age
1759906836,1352296744,Wear
1288765226,1352296744,Age
742518935,1352296744,Age
869503250,600832235,Wear
1742231491,600832235,Weather Damage
1536438131,600832235,Environmental Exposure
694299497,230146114,Electrical Stress
2049636557,230146114,Weather Damage
1750906805,230146114,Physical Damage
1192137088,230146114,Environmental Exposure
2001600476,1056400615,Thermal Stress
1384954955,1056400615,Wear
814113313,1056400615,Thermal Stress
1054911490,1056400615,Rust
1709428974,1056400615,Wear
824022984,906477644,Environmental Exposure
1817432523,906477644,Electrical Stress
2123704524,906477644,Age
586785153,619527310,Physical Damage
571757159,619527310,Thermal Stress
45806830,619527310,Rust
1108904551,619527310,Wear
1582299293,291598419,Environmental Exposure
31178369,291598419,Rust
403680781,291598419,Electrical Stress
621474137,291598419,Environmental Exposure
462555909,965221511,Physical Damage
605332159,965221511,Electrical Stress
1652734659,965221511,Age
87104953,1831833343,Environmental Exposure
20030183,1831833343,Rust
512434759,1831833343,Electrical Stress
1165409374,1831833343,Wear
342822377,1831833343,Environmental Exposure
605934798,1200568670,Age
397438048,1200568670,Physical Damage
1874938667,1200568670,Electrical Stress
1753123660,610206329,Age
2118074184,610206329,Age
560760723,610206329,Environmental Exposure
1232969811,30734902,Weather Damage
622683691,30734902,Electrical Stress
2028415512,30734902,Environmental Exposure
757502808,1271629141,Rust
899975373,1271629141,Wear
1777693828,1271629141,Rust
1508654926,1271629141,Age
1501358704,183227688,Environmental Exposure
536822461,183227688,Physical Damage
307117540,183227688,Physical Damage
84037826,183227688,Weather Damage
1277322913,1038152029,Environmental Exposure
98773929,1038152029,Wear
216154413,1038152029,Thermal Stress
15494291,1038152029,Environmental Exposure
1992458679,1096383465,Wear
1424767645,1096383465,Wear
1507427622,1096383465,Rust
974390268,1932472613,Rust
994622441,1932472613,Rust
555091535,1932472613,Physical Damage
1248271782,431579511,Environmental Exposure
569031087,431579511,Thermal Stress
2077757856,431579511,Age
671882511,419230446,Thermal Stress
35476218,419230446,Wear
1944702373,419230446,Age
428179691,13783489,Physical Damage
591071596,13783489,Age
800168896,13783489,Physical Damage
2004746746,13783489,Age
281583297,294941181,Weather Damage
630543873,294941181,Weather Damage
982573860,294941181,Electrical Stress
494106184,832163213,Environmental Exposure
939890482,832163213,Thermal Stress
1056287366,832163213,Thermal Stress
1581469674,283890260,Rust
1032943746,283890260,Rust
1410449315,283890260,Rust
212436052,1887394894,Wear
1282782017,1887394894,Wear
1158156248,1887394894,Age
983317389,1887394894,Electrical Stress
1456291715,326005464,Age
1913949763,326005464,Weather Damage
1097626768,326005464,Weather Damage
558287352,346098684,Rust
489592481,346098684,Age
1181943243,346098684,Rust
1926423117,346098684,Physical Damage
308035442,346098684,Thermal Stress
1450178561,2099270445,Rust
170180771,2099270445,Weather Damage
1965388220,2099270445,Wear
1571026589,2099270445,Rust
522995220,1314138364,Wear
436815490,1314138364,Weather Damage
1249550818,1314138364,Physical Damage
1006625911,1314138364,Physical Damage
913300287,1314138364,Age
1389204772,792884828,Physical Damage
738026465,792884828,Rust
1949475556,792884828,Rust
963164128,1586911452,Age
7368091,1586911452,Age
1323320735,1586911452,Thermal Stress
110178299,1958816313,Thermal Stress
1164927357,1958816313,Environmental Exposure
890351432,1958816313,Electrical Stress
1254575241,1958816313,Electrical Stress
1272189829,1958816313,Age
217038986,794421044,Electrical Stress
560294975,794421044,Physical Damage
2034215231,794421044,Environmental Exposure
2037039691,794421044,Rust
708361886,794421044,Age
2102002103,69777665,Wear
1507073189,69777665,Electrical Stress
268609622,69777665,Age
1492452995,69777665,Weather Damage
1123630968,328706865,Weather Damage
1090526434,328706865,Thermal Stress
742171767,328706865,Rust
442622704,1297498927,Rust
1901809689,1297498927,Weather Damage
1234771104,1297498927,Weather Damage
2076882373,1297498927,Rust
328811369,1297498927,Physical Damage
503806363,1969790372,Age
2040407815,1969790372,Physical Damage
1177716225,2056913032,Weather Damage
1315854177,2056913032,Thermal Stress
1161113444,2056913032,Electrical Stress
1658772241,2056913032,Weather Damage
2112623927,2056913032,Age
832979189,1715271073,Age
727546698,1715271073,Thermal Stress
477416063,1715271073,Weather Damage
455852343,1715271073,Environmental Exposure
529985985,1715271073,Weather Damage
379418456,100069151,Physical Damage
868468796,100069151,Wear
379348727,100069151,Environmental Exposure
279554550,100069151,Rust
537177326,1213074185,Physical Damage
1362984486,1213074185,Environmental Exposure
585533751,1213074185,Rust
443576493,1213074185,Physical Damage
1123659492,1213074185,Environmental Exposure
151592469,2130181067,Thermal Stress
1711811799,2130181067,Thermal Stress
2098755283,2130181067,Environmental Exposure
1141393284,2077207872,Age
799544403,2077207872,Rust
511221884,2077207872,Physical Damage
1948195729,2077207872,Weather Damage
2072314709,1470839365,Electrical Stress
1000116759,1470839365,Weather Damage
656056967,1470839365,Electrical Stress
1988254701,1470839365,Wear
199571871,1568959319,Weather Damage
894455951,1568959319,Physical Damage
932861524,1568959319,Physical Damage
1184195173,1401172564,Weather Damage
796943920,1401172564,Rust
2115326982,1401172564,Electrical Stress
1051636861,1128247108,Weather Damage
471994814,1128247108,Age
340969620,1128247108,Age
850108867,1128247108,Physical Damage
1687024518,1128247108,Physical Damage
276029764,305223677,Environmental Exposure
1281748382,305223677,Environmental Exposure
958481496,305223677,Environmental Exposure
1012706110,305223677,Environmental Exposure
175934115,1413828468,Physical Damage
2061987645,1413828468,Weather Damage
1162082212,1413828468,Rust
1471462763,1413828468,Thermal Stress
753347432,1733827917,Physical Damage
2111880398,1733827917,Weather Damage
1340207878,1733827917,Weather Damage
1800558082,1733827917,Rust
1126956560,1733827917,Rust
111851133,399610564,Environmental Exposure
1113566401,399610564,Environmental Exposure
1758615399,399610564,Electrical Stress
1193941763,1143615659,Physical Damage
545148504,1143615659,Physical Damage
1657088534,1143615659,Environmental Exposure
1300469764,1143615659,Weather Damage
1131844627,1612728143,Electrical Stress
337223098,1612728143,Weather Damage
1146205212,1612728143,Weather Damage
100834022,1612728143,Thermal Stress
1425895586,282892269,Electrical Stress
833285958,282892269,Electrical Stress
1625079440,282892269,Electrical Stress
1635977509,282892269,Wear
1372376469,282892269,Rust
1560978339,1023009811,Physical Damage
158220485,1023009811,Wear
272667613,1023009811,Physical Damage
731882726,1159961637,Electrical Stress
1385218205,1159961637,Physical Damage
1981529460,1159961637,Electrical Stress
1962948915,1159961637,Rust
171885372,1159961637,Thermal Stress
720606050,2133950600,Environmental Exposure
400298502,2133950600,Environmental Exposure
1157273164,2133950600,Wear
1249178034,46563963,Age
1841545902,46563963,Environmental Exposure
449606317,46563963,Age
900511609,1973325807,Age
1982248308,1973325807,Environmental Exposure
256366494,1203879889,Physical Damage
1945208167,1203879889,Environmental Exposure
1935152284,1203879889,Rust
242174019,1203879889,Age
448120780,1203879889,Age
87981469,926800977,Rust
1574660838,926800977,Weather Damage
994556212,926800977,Environmental Exposure
1858600129,926800977,Thermal Stress
35011288,926800977,Thermal Stress
674445148,981761741,Environmental Exposure
95901888,981761741,Rust
1565424505,981761741,Weather Damage
1272673772,1329951629,Physical Damage
99407848,1329951629,Rust
475997083,1329951629,Electrical Stress
543620071,1494104791,Rust
426524271,541615333,Wear
355185154,541615333,Weather Damage
544697731,541615333,Electrical Stress
1124354850,541615333,Thermal Stress
1819686666,1768505111,Physical Damage
3191526,1768505111,Electrical Stress
719470881,1768505111,Weather Damage
282722282,710629093,Thermal Stress
1710533448,710629093,Physical Damage
590796502,1109041384,Age
728947565,1109041384,Weather Damage
1646290757,1681779651,Environmental Exposure
1431313838,156413343,Environmental Exposure
710413899,156413343,Wear
1504447138,1735472828,Age
1850753603,1324461563,Weather Damage
1398599637,1495399115,Rust
1602017579,1495399115,Thermal Stress
647868405,1495399115,Electrical Stress
1288031147,1495399115,Rust
1523710583,1495399115,Age
767854993,1791551550,Age
1559187520,1791551550,Environmental Exposure
1226808261,313830205,Weather Damage
579819524,313830205,Wear
681044659,313830205,Rust
713600621,313830205,Physical Damage
2136040539,313830205,Wear
1338781754,521499308,Age
623349228,521499308,Physical Damage
248484573,521499308,Physical Damage
1261301732,521499308,Age
485075848,717466068,Rust
1895047836,717466068,Thermal Stress
1852884639,717466068,Physical Damage
696106958,1167022213,Electrical Stress
2062876459,1167022213,Age
194940568,337471094,Thermal Stress
754491545,337471094,Electrical Stress
1706358870,337471094,Wear
417546173,337471094,Thermal Stress
399800536,1985460643,Thermal Stress
2090415705,101620399,Thermal Stress
124078598,101620399,Physical Damage
1498111913,101620399,Environmental Exposure
1167677392,101620399,Age
2003327312,1532119076,Environmental Exposure
53335832,1532119076,Electrical Stress
656763768,1532119076,Wear
1729167079,1532119076,Rust
935355381,1532119076,Electrical Stress
1662579205,1402582624,Physical Damage
825376961,1402582624,Physical Damage
894560406,1402582624,Wear
887770564,1402582624,Rust
277853123,371301098,Wear
2098067426,371301098,Wear
727690747,371301098,Environmental Exposure
1960138063,371301098,Thermal Stress
732277824,371301098,Age
113888127,1230779980,Thermal Stress
126337974,1230779980,Physical Damage
1755418592,1230779980,Thermal Stress
1552812646,1230779980,Weather Damage
164705325,1230779980,Physical Damage
894395403,144389998,Rust
1878637509,144389998,Environmental Exposure
1920796549,144389998,Thermal Stress
1168334751,144389998,Wear
171325592,1952134487,Physical Damage
250032996,1952134487,Wear
1258637714,1952134487,Age
1585683851,561188687,Rust
324537449,561188687,Physical Damage
281938171,1801413500,Thermal Stress
1259666793,1191775032,Rust
1918014434,1191775032,Weather Damage
1156431078,1191775032,Electrical Stress
1429546955,1191775032,Environmental Exposure
688261042,1191775032,Weather Damage
1242564108,1374573224,Rust
1630239942,1374573224,Age
551619215,1374573224,Thermal Stress
1274644335,881990267,Rust
1422234226,881990267,Thermal Stress
1737509429,881990267,Weather Damage
149951610,281147398,Electrical Stress
341293724,281147398,Electrical Stress
2010900609,281147398,Wear
2130632774,281147398,Age
1887400550,281147398,Weather Damage
944298403,604140695,Physical Damage
367178642,604140695,Environmental Exposure
711326356,604140695,Thermal Stress
422895221,1459924962,Electrical Stress
1946959265,1459924962,Rust
431852019,1459924962,Age
930905803,1459924962,Physical Damage
381976339,177452159,Weather Damage
1644277682,177452159,Rust
1858558780,177452159,Physical Damage
412301381,177452159,Wear
1135339456,1877314497,Rust
1123075606,1877314497,Thermal Stress
309938817,1877314497,Electrical Stress
687722713,1877314497,Electrical Stress
1013978883,1877314497,Electrical Stress
341898808,660036583,Rust
634569921,660036583,Weather Damage
587063633,660036583,Age
2101485702,1477102277,Physical Damage
2113018356,1477102277,Rust
1126929312,1477102277,Environmental Exposure
1980241186,1477102277,Physical Damage
1300790601,1477102277,Thermal Stress
477818107,1127418608,Physical Damage
840847674,1127418608,Thermal Stress
741646963,1127418608,Rust
338639732,245838599,Physical Damage
652172174,245838599,Rust
1633735000,245838599,Physical Damage
1608748189,245838599,Weather Damage
963903279,245838599,Wear
942255259,1324104107,Environmental Exposure
628700640,1324104107,Wear
109684958,1324104107,Wear
1503050796,1324104107,Physical Damage
1208261081,1324104107,Age
531418733,447199875,Age
344924456,447199875,Weather Damage
1567983232,447199875,Age
1449626446,447199875,Weather Damage
1373538952,447199875,Physical Damage
827397579,1874840534,Weather Damage
707343937,1874840534,Weather Damage
1762431658,1874840534,Age
1766349978,1874840534,Age
1036996715,1874840534,Environmental Exposure
1421895530,1514208321,Physical Damage
1786975662,1514208321,Rust
1196164030,1514208321,Wear
523569820,1514208321,Thermal Stress
1656602179,1514208321,Environmental Exposure
1860147455,1060869556,Weather Damage
1025441104,1060869556,Environmental Exposure
690751644,1060869556,Age
2018532232,424616385,Electrical Stress
1778248090,424616385,Physical Damage
1393182266,424616385,Age
183317450,424616385,Physical Damage
2043417927,424616385,Environmental Exposure
1029771047,1340378163,Physical Damage
1546808889,1340378163,Environmental Exposure
2081352286,1340378163,Age
1054071716,1464968531,Electrical Stress
1534578210,1464968531,Wear
1397492642,1464968531,Rust
498089379,1464968531,Age
1109469097,1464968531,Age
617738994,357161379,Rust
85425204,357161379,Weather Damage
946285998,357161379,Electrical Stress
43577187,757871081,Rust
103049749,2117683836,Environmental Exposure
524699958,2117683836,Weather Damage
909561450,2117683836,Weather Damage
1472799590,2117683836,Rust
1559445642,2117683836,Wear
1950703549,1422578931,Electrical Stress
